'Use';'ItemID';'ItemName';'lvlReq';'isMaxLVL';'Icon';'Not Used';'Not Used';'Not Used';'Price';'Discount Price';'Used Price';'Money Flags';'Shop Flags';'Time Flags';'Time';'Point';'From Year';'From Month';'From 0';'From Day';'From Hour';'From Minute';'From Second';'From Millisecond';'To Year';'To Month';'To 0';'To Day';'To Hour';'To Minute';'To Second';'To Millisecond';'Model';'Amount';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'Texture #1';'Texture #2';'Texture #3';'Texture #4';'Texture #5';'Texture #6';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'Equip With #1?';'Equip With #2?';'NA';'NA';'NA';'NA'
'1';'135544853';'Xmas Sweater (Kooh)';'0';'0';'e_ts_00_07';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_00-07.jpg';'';'';'e_ts_00-01.jpg';'';'';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544854';'Kimono(Black)';'0';'0';'e_ts_06';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'E_TS_06-01.jpg';'';'';'';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'0';'135544855';'Contest Suit (JP)';'0';'0';'e_ts_06';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'37';'4';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544856';'Red Jacket Hanbok';'0';'0';'E_TS_08_!AM!PV';'0';'0';'0';'34900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'44';'4';'0';'0';'0';'0';'0';'0';'E_TS_08-01.JPG';'';'';'E_TS_08-01.JPG';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544857';'Foxy Hood';'0';'0';'e_ts_07_01';'0';'0';'0';'32000';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'36';'0';'0';'0';'0';'0';'0';'e_ts_07-01.JPG';'';'';'e_ts_07-01.JPG';'';'';'1';'0';'0';'0';'1';'2';'0';'0';'0';'1';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544858';'Black&white Chinese Dress';'19';'0';'e_ts_09_01';'0';'0';'0';'34900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'2#e_ts_09-01.JPG';'';'';'2#e_ts_09-01.JPG';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544859';'Red Chinese Dress';'0';'0';'e_ts_09_02';'0';'0';'0';'34900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'2#e_ts_09-02.JPG';'';'';'2#e_ts_09-01.JPG';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544860';'Military Tank Top (Kooh)';'0';'0';'e_ts_10-01';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'E_TS_10-01.jpg';'';'';'E_TS_10-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544861';'Darkblue Skeleton Swimsuit';'16';'0';'E_TS_05-06';'0';'0';'0';'89000';'0';'0';'2';'3';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-06.jpg';'';'';'e_ts_05-01.jpg';'';'';'0';'0';'0';'0';'0';'3';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544862';'Sky Blue Bikini';'0';'0';'E_TS_05-05';'0';'0';'0';'34900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-05.jpg';'';'';'e_ts_05-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544863';'Navy Ship up Bikini';'0';'0';'E_TS_05-03';'0';'0';'0';'34900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-03.jpg';'';'';'e_ts_05-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544864';'Colorful Bikini';'0';'0';'e_ts_05_04_jp';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-04.jpg';'';'';'e_ts_05-01.jpg';'';'';'2';'2';'0';'0';'0';'1';'2';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544865';'Dye Lace 1-P';'0';'0';'e_ts_03_05';'0';'0';'0';'29900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'0';'0';'0';'0';'0';'0';'0';'[e_ts_03-05a.jpg';'[2#e_ts_03-05b.jpg';'';'[e_ts_03-01a.jpg';'[2#e_ts_03-01b.jpg';'';'2';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544866';'Penguin Hood';'0';'0';'E_TS_12-01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'36';'0';'0';'0';'0';'0';'0';'E_TS_12-01.jpg';'';'';'E_TS_12-01.jpg';'';'';'1';'0';'0';'1';'0';'2';'0';'0';'2';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544867';'Amber Striped Hanbok';'0';'0';'e_ts_08_02';'0';'0';'0';'34900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'44';'4';'0';'0';'0';'0';'0';'0';'E_TS_08-02.JPG';'';'';'E_TS_08-01.JPG';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544868';'Pink Rose Wedding Dress';'0';'0';'e_ts_15_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'[e_ts_15-01.jpg';'';'';'[e_ts_15-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544869';'Blue Tower';'0';'0';'e_ts_14_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'4';'0';'0';'0';'0';'0';'0';'e_ts_14-01.jpg';'';'';'e_ts_14-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544870';'Fire Fighting Suit';'12';'0';'e_ts_11_01';'0';'0';'0';'65000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'44';'4';'0';'0';'0';'0';'0';'0';'e_ts_11-01.jpg';'';'';'e_ts_11-01.jpg';'';'';'0';'0';'0';'0';'0';'3';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544871';'Yellow Shirt (Kooh)';'0';'0';'e_ts_17_01';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_17-01.jpg';'';'';'e_ts_17-01.jpg';'';'';'0';'0';'2';'0';'0';'0';'0';'1';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544872';'Sunrise Swimsuit';'0';'0';'E_TS_18_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'[E_TS_18-01.jpg';'';'';'[E_TS_18-01.jpg';'';'';'2';'2';'0';'0';'0';'1';'2';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544873';' Blue Skeleton Jacket';'0';'0';'e_ts_16_01';'0';'0';'0';'24900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'[2#e_ts_16-01.jpg';'';'';'[2#e_ts_16-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544874';'Pink Star Dress';'0';'0';'e_ts_21_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'e_ts_21-01.jpg';'';'';'e_ts_21-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544875';'Black Star Dress';'0';'0';'e_ts_21_02';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'e_ts_21-02.jpg';'';'';'e_ts_21-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544876';'Pink School Uniform';'0';'0';'e_ts_22_03';'0';'0';'0';'21900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_22-03.jpg';'';'';'e_ts_22-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544877';'School Uniform (Kooh)';'0';'0';'e_ts_22_02';'0';'0';'0';'21900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_22-02.jpg';'';'';'e_ts_22-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544878';'Lovely Pink (Kooh)';'0';'0';'e_ts_00_08';'0';'0';'0';'21900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_00-08.jpg';'';'';'e_ts_00-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544879';'White Sweater';'0';'0';'e_ts_23_01';'0';'0';'0';'24900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'44';'4';'0';'0';'0';'0';'0';'0';'e_ts_23-01.jpg';'';'';'e_ts_23-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544880';'Black Sweater';'0';'0';'e_ts_23_02';'0';'0';'0';'24900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'44';'4';'0';'0';'0';'0';'0';'0';'e_ts_23-02.jpg';'';'';'e_ts_23-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544881';'Smile Sporty Jacket';'8';'0';'e_ts_04_04';'0';'0';'0';'35000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'4';'0';'0';'0';'0';'0';'0';'e_ts_04-04.jpg';'';'';'e_ts_04-01.jpg';'';'';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544882';'Denim Overalls (Kooh)';'0';'0';'e_ts_25_01';'0';'0';'0';'24900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'100';'4';'0';'0';'0';'0';'0';'0';'e_ts_25-01.jpg';'';'';'e_ts_25-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544883';'Black Overalls (Kooh)';'0';'0';'e_ts_25_02';'0';'0';'0';'24900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'100';'4';'0';'0';'0';'0';'0';'0';'e_ts_25-02.jpg';'';'';'e_ts_25-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544884';'Hiip Overalls (Kooh)';'0';'0';'e_ts_25_03';'0';'0';'0';'24900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'100';'4';'0';'0';'0';'0';'0';'0';'e_ts_25-03.jpg';'';'';'e_ts_25-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544885';'SSAF Jacket (Kooh)';'0';'0';'E_TS_Z06_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'4';'0';'0';'0';'0';'0';'0';'E_TS_Z06-01.jpg';'';'';'E_TS_Z06-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544886';'Rivera R Shirt (Kooh)';'0';'0';'e_ts_z01_01';'0';'0';'0';'21900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_z01-01.jpg';'';'';'e_ts_z01-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544887';'Rivera G Shirt (Kooh)';'0';'0';'e_ts_z01_02';'0';'0';'0';'21900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_z01-02.jpg';'';'';'e_ts_z01-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544888';'Red-White China Tap';'0';'0';'e_ts_13_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_13-01.jpg';'';'';'e_ts_13-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544889';'White China Tap';'0';'0';'e_ts_13_02';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_13-02.jpg';'';'';'e_ts_13-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544890';'Pink Ribbon Dresses';'0';'0';'e_ts_19_01';'0';'0';'0';'27900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'4';'0';'0';'0';'0';'0';'0';'2#e_ts_19-01.jpg';'';'';'2#e_ts_19-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544891';'Europian Blazer(Kooh)';'0';'0';'common_f_ts_z03_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'4';'0';'0';'0';'0';'0';'0';'e_ts_z03-01.jpg';'';'';'e_ts_z03-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544892';'Colorful Lined T-Shirt';'6';'0';'e_ts_26_01';'0';'0';'0';'15000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'4';'0';'0';'0';'0';'0';'0';'e_ts_26-01.jpg';'';'';'e_ts_26-01.jpg';'';'';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544893';'Chiffon Rainbow Bikini';'0';'0';'e_ts_05_07';'0';'0';'0';'32900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-07.jpg';'';'';'e_ts_05-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544894';'Rainbow Bikini';'0';'0';'e_ts_05_08';'0';'0';'0';'32900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-08.jpg';'';'';'e_ts_05-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544895';'Chiffon Aqua Marine Bikini';'0';'0';'e_ts_05_09';'0';'0';'0';'32900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-09.jpg';'';'';'e_ts_05-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544896';'Auqa Marine Bikini';'0';'0';'e_ts_05_10';'0';'0';'0';'32900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'E_TS_05-10.jpg';'';'';'e_ts_05-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544897';'Slim Black Swimsuit';'0';'0';'e_ts_29_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'2#E_TS_29-01.jpg';'';'';'2#E_TS_29-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544898';'Slim Blue Swimsuit';'0';'0';'e_ts_29_02';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'2#E_TS_29-02.jpg';'';'';'2#E_TS_29-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544899';'Slim Pink Swimsuit';'0';'0';'e_ts_29_03';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'2#E_TS_29-03.jpg';'';'';'2#E_TS_29-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544900';'Slim Pearl White Swimsuit';'0';'0';'e_ts_29_04';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'2008';'4';'0';'1';'0';'0';'0';'0';'2008';'4';'0';'29';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'2#E_TS_29-04.jpg';'';'';'2#E_TS_29-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544901';'Panda Dolphini Pajamas';'0';'0';'e_ts_27_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'44';'4';'0';'0';'0';'0';'0';'0';'e_ts_27-01.jpg';'';'';'e_ts_27-01.jpg';'';'';'1';'2';'0';'0';'0';'2';'2';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544902';'Pink Heart Pajamas';'0';'0';'e_ts_28_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'e_ts_28-01a.jpg';'e_ts_28-01b.jpg';'';'e_ts_28-01a.jpg';'e_ts_28-01b.jpg';'';'1';'2';'0';'0';'0';'2';'2';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544903';'Magic Uniform Shirt(Kooh)';'0';'0';'e_ts_22_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_22-01.jpg';'';'';'e_ts_22-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
'1';'135544904';'Rose Balloon Dress';'0';'0';'e_ts_32_01';'0';'0';'0';'24900';'0';'0';'1';'0';'0';'0';'0';'2007';'10';'0';'23';'0';'0';'0';'0';'2007';'11';'0';'7';'23';'59';'59';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'e_ts_32-01.jpg';'';'';'e_ts_32-01.jpg';'';'';'1';'1';'0';'0';'0';'2';'3';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'1';'135544905';'Black Fur Cat Suit';'0';'0';'e_ts_34_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'36';'68';'0';'0';'0';'0';'0';'0';'e_ts_34-01a.jpg';'e_ts_34-01b.jpg';'';'e_ts_34-01a.jpg';'e_ts_34-01b.jpg';'';'2';'2';'0';'0';'0';'1';'2';'0';'0';'0';'0.0';'0';'0';'2';'1';'0';'0';''
'0';'135544906';'Deadly Cross';'0';'0';'e_ts_33_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'4';'4';'0';'0';'0';'0';'0';'0';'e_ts_33-01.jpg';'';'';'e_ts_33-01.jpg';'';'';'1';'0';'0';'0';'0';'2';'0';'0';'0';'0';'0.0';'0';'0';'1';'1';'0';'0';''
